codigo,nombre,categoria,subcategoria,descripcion,descripcion_original,caracteristicas,precio,stock,imagen,imagen_archivo,destacado,pagina_pdf
C.6.BMGN,Calefon 6L - Sin Llama Piloto,Calefacción,Calefones y Ventilación,"Calefon 6L - Sin Llama Piloto. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Calefon 6L - Sin Llama Piloto - BRAMETAL - 35 x 53 x 18 cm - Gas Envasado,"Código: C.6.BMGN,Sin Llama Piloto,BRAMETAL,35 x 53 x 18 cm,Gas Envasado",0,0,/images/productos/c-6-bmgn.webp,c-6-bmgn.webp,0,19
C.6.BGE,Calefon 6L - Con Llama Piloto,Calefacción,Calefones y Ventilación,"Calefon 6L - Con Llama Piloto. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Calefon 6L - Con Llama Piloto - BROGAS - 25cm x 46cm x 12 cm  - Gas Envasado,"Código: C.6.BGE,Con Llama Piloto,BROGAS,25cm x 46cm x 12 cm,Gas Envasado",0,0,/images/productos/c-6-bge.webp,c-6-bge.webp,0,19
C.6.BGN,Calefon 6L - Con Llama Piloto,Calefacción,Calefones y Ventilación,"Calefon 6L - Con Llama Piloto. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Calefon 6L - Con Llama Piloto - BROGAS - 25cm x 46cm x 12 cm  - Gas Natural,"Código: C.6.BGN,Con Llama Piloto,BROGAS,25cm x 46cm x 12 cm,Gas Natural",0,0,/images/productos/c-6-bgn.webp,c-6-bgn.webp,0,20
HAVC,"Hongo de Aluminio P/Ventilacion - Chico 4""",Calefacción,Calefones y Ventilación,"Hongo de Aluminio P/Ventilacion - Chico 4"". Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.","Hongo de Aluminio P/Ventilacion - Chico 4""","Código: HAVC,Chico 4""",0,0,/images/productos/havc.webp,havc.webp,0,20
HAVG,"Hongo de Aluminio P/Ventilacion - Grande 4""",Calefacción,Calefones y Ventilación,"Hongo de Aluminio P/Ventilacion - Grande 4"". Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.","Hongo de Aluminio P/Ventilacion - Grande 4""","Código: HAVG,Grande 4""",0,0,/images/productos/havg.webp,havg.webp,0,20
HAVL,"Hongo de Aluminio P/Ventilacion - Lateral 4""",Calefacción,Calefones y Ventilación,"Hongo de Aluminio P/Ventilacion - Lateral 4"". Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.","Hongo de Aluminio P/Ventilacion - Lateral 4""","Código: HAVL,Lateral 4""",0,0,/images/productos/havl.webp,havl.webp,0,20
T.12,Termo Electrico P/Ficha Encendedor,Calefacción,Calentadores 12v,"Termo Electrico P/Ficha Encendedor. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Termo Electrico P/Ficha Encendedor - 12v,"Código: T.12,12v",0,0,/images/productos/t-12.webp,t-12.webp,0,20
P.12,Pava Electrica P/Ficha Encendedor,Calefacción,Calentadores 12v,"Pava Electrica P/Ficha Encendedor. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Pava Electrica P/Ficha Encendedor - 12v,"Código: P.12,12v",0,0,/images/productos/p-12.webp,p-12.webp,0,20
V8.12,"Ventilador 8"" 12v",Ventilación,Ventiladores 12v,"Ventilador 8"" 12v. Solución para favorecer ventilación y circulación de aire en el habitáculo.","Ventilador 8"" 12v","Código: V8.12,12v",0,0,/images/productos/v8-12.webp,v8-12.webp,0,20
V6.12,"Ventilador 6"" 12v",Ventilación,Ventiladores 12v,"Ventilador 6"" 12v. Solución para favorecer ventilación y circulación de aire en el habitáculo.","Ventilador 6"" 12v","Código: V6.12,12v",0,0,/images/productos/v6-12.webp,v6-12.webp,0,20
H80.12.F,Heladera FREUCAMP C/Congelador 80L,Heladeras,Heladeras FREUCAMP 12v 24v,"Heladera FREUCAMP C/Congelador 80L. Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.","Heladera FREUCAMP C/Congelador 80L - 12v 24v - 47,5 x 63 x 54,5 cm","Código: H80.12.F,12v 24v,47,5 x 63 x 54,5 cm",0,0,/images/productos/h80-12-f.webp,h80-12-f.webp,0,21
H90.12.F,Heladera FREUCAMP C/Congelador 90L,Heladeras,Heladeras FREUCAMP 12v 24v,"Heladera FREUCAMP C/Congelador 90L. Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.","Heladera FREUCAMP C/Congelador 90L - 12v 24v - 42,8 x 98 x 49 cm","Código: H90.12.F,12v 24v,42,8 x 98 x 49 cm",0,0,/images/productos/h90-12-f.webp,h90-12-f.webp,0,21
H58.12,Heladera FIVE OCEANS C/Freezer 58L 12v 24v + Display Digital (Puerta reversible),Heladeras,Heladeras FIVE OCEANS 12v 24v,"Heladera FIVE OCEANS C/Freezer 58L 12v 24v + Display Digital (Puerta reversible). Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.",Heladera FIVE OCEANS C/Freezer 58L 12v 24v + Display Digital (Puerta reversible) - NEGRA,"Código: H58.12,NEGRA",0,0,/images/productos/h58-12.webp,h58-12.webp,0,21
H85.12,Heladera FIVE OCEANS C/Freezer 85L 12v 24v + Display Digital,Heladeras,Heladeras FIVE OCEANS 12v 24v,"Heladera FIVE OCEANS C/Freezer 85L 12v 24v + Display Digital. Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.",Heladera FIVE OCEANS C/Freezer 85L 12v 24v + Display Digital - ACERO INOX.,"Código: H85.12,ACERO INOX",0,0,/images/productos/h85-12.webp,h85-12.webp,0,21
H50.12,Heladera C/Congelador 50L,Heladeras,Heladeras 12v 24v,"Heladera C/Congelador 50L. Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.",Heladera C/Congelador 50L - 12v 24v - 47 x 49 x 44 cm,"Código: H50.12,12v 24v,47 x 49 x 44 cm",0,0,/images/productos/h50-12.webp,h50-12.webp,0,22
H90.12,Heladera C/Congelador 90L,Heladeras,Heladeras 12v 24v,"Heladera C/Congelador 90L. Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.",Heladera C/Congelador 90L - 12v 24v - 45 x 84 x 44 cm,"Código: H90.12,12v 24v,45 x 84 x 44 cm",0,0,/images/productos/h90-12.webp,h90-12.webp,0,22
H90F.12,Heladera C/Freezer 90L,Heladeras,Heladeras 12v 24v,"Heladera C/Freezer 90L. Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.",Heladera C/Freezer 90L - 12v 24v - 38 x 75 x 41 cm - 14 kg - GRIS,"Código: H90F.12,12v 24v,38 x 75 x 41 cm,14 kg,GRIS",0,0,/images/productos/h90f-12.webp,h90f-12.webp,0,22
H140.12,Heladera C/Freezer 140L 12v 24v,Heladeras,Heladeras 12v 24v,"Heladera C/Freezer 140L. Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.","Heladera C/Freezer 140L - 12v 24v - 42 x 87 x 44,5 cm - 17kg - GRIS","• Código: H140.12
• Capacidad: 140L
• 12v / 24v",0,0,/images/productos/h140-12.webp,h140-12.webp,0,
HP.27,Heladera Portatil ACTECMAX C/Freezer  27L,Heladeras,Heladeras Portátiles 12v 24v,"Heladera Portatil ACTECMAX C/Freezer  27L. Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.",Heladera Portatil ACTECMAX C/Freezer  27L - 12v 24v,"Código: HP.27,12v 24v",0,0,/images/productos/hp-27.webp,hp-27.webp,0,23
HP.35,Heladera Portatil ACTECMAX C/Freezer 35L,Heladeras,Heladeras Portátiles 12v 24v,"Heladera Portatil ACTECMAX C/Freezer 35L. Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.",Heladera Portatil ACTECMAX C/Freezer 35L - 12v 24v,"Código: HP.35,12v 24v",0,0,/images/productos/hp-35.webp,hp-35.webp,0,23
HP.45,Heladera Portatil ACTECMAX C/Freezer 45L,Heladeras,Heladeras Portátiles 12v 24v,"Heladera Portatil ACTECMAX C/Freezer 45L. Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.",Heladera Portatil ACTECMAX C/Freezer 45L - 12v 24v,"Código: HP.45,12v 24v",0,0,/images/productos/hp-45.webp,hp-45.webp,0,23
HP.50,Heladera Portatil ACTECMAX C/Freezer Tipo Carrito  50L,Heladeras,Heladeras Portátiles 12v 24v,"Heladera Portatil ACTECMAX C/Freezer Tipo Carrito  50L. Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.",Heladera Portatil ACTECMAX C/Freezer Tipo Carrito  50L - 12v 24v,"Código: HP.50,12v 24v",0,0,/images/productos/hp-50.webp,hp-50.webp,0,23
FH.12,Fabricadora de Hielo Portatil 12v 24v - 9 Hielos por minuto,Heladeras,Fabricadora de Hielo 12v 24v,"Fabricadora de Hielo Portatil 12v 24v - 9 Hielos por minuto. Equipo de refrigeración pensado para motorhomes, casas rodantes y vehículos recreativos.",Fabricadora de Hielo Portatil 12v 24v - 9 Hielos por minuto,"Código: FH.12,9 Hielos por minuto",0,0,/images/productos/fh-12.webp,fh-12.webp,0,23
AA.220.D,Aire Acondicionado Frio-Calor P/Instalar en Escotilla DOMETIC FJX7 (Tactil),Climatización,Aires Acondicionados 220v FRIO-CALOR - INVERTER,Aire Acondicionado Frio-Calor P/Instalar en Escotilla DOMETIC FJX7 (Tactil). Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,"Aire Acondicionado Frio-Calor P/Instalar en Escotilla DOMETIC FJX7 (Tactil) - 2200Fg - 75,2 x 70,2 x 22,5 cm","Código: AA.220.D,2200Fg,75,2 x 70,2 x 22,5 cm",0,0,/images/productos/aa-220-d.webp,aa-220-d.webp,0,23
AA.220.F2,Aire Acondicionado Frio-Calor P/Instalar en Escotilla FREUCAMP,Climatización,Aires Acondicionados 220v FRIO-CALOR - INVERTER,Aire Acondicionado Frio-Calor P/Instalar en Escotilla FREUCAMP. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,"Aire Acondicionado Frio-Calor P/Instalar en Escotilla FREUCAMP - 2700Fg - 72,8 x 23,9 x 99,6 cm","Código: AA.220.F2,2700Fg,72,8 x 23,9 x 99,6 cm",0,0,/images/productos/aa-220-f2.webp,aa-220-f2.webp,0,24
AA.220.F1,Aire Acondicionado Frio-Calor P/Instalar en Escotilla FREUCAMP,Climatización,Aires Acondicionados 220v FRIO-CALOR - INVERTER,Aire Acondicionado Frio-Calor P/Instalar en Escotilla FREUCAMP. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,"Aire Acondicionado Frio-Calor P/Instalar en Escotilla FREUCAMP - 1720Fg - 56 x 22,5 x 79,5 cm","Código: AA.220.F1,1720Fg,56 x 22,5 x 79,5 cm",0,0,/images/productos/aa-220-f1.webp,aa-220-f1.webp,0,24
AA.12.H,Aire Acondicionado 12v P/Instalar en Escotilla HDK,Climatización,Aires Acondicionados 24v,Aire Acondicionado 12v P/Instalar en Escotilla HDK. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,"Aire Acondicionado 12v P/Instalar en Escotilla HDK - 2200Fg - 70 x 74,5 x 19,5 cm","Código: AA.12.H,2200Fg,70 x 74,5 x 19,5 cm",0,0,/images/productos/aa-12-h.webp,aa-12-h.webp,0,24
AA.12.A,Aire Acondicionado AGRO 12v P/Instalar en Escotilla ACTECMAX,Climatización,Aires Acondicionados 24v,Aire Acondicionado AGRO 12v P/Instalar en Escotilla ACTECMAX. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,Aire Acondicionado AGRO 12v P/Instalar en Escotilla ACTECMAX - 2000Fg - C/Condesador y Pre-Filtro - 84 x 80 x 16 cm,"Código: AA.12.A,2000Fg,C/Condesador y Pre-Filtro,84 x 80 x 16 cm",0,0,/images/productos/aa-12-a.webp,aa-12-a.webp,0,24
AA.12,Aire Acondicionado 12v P/Instalar en Escotilla  ACTECMAX,Climatización,Aires Acondicionados 24v,Aire Acondicionado 12v P/Instalar en Escotilla  ACTECMAX. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,Aire Acondicionado 12v P/Instalar en Escotilla  ACTECMAX - 2000Fg - 84 x 80 x 16 cm,"Código: AA.12,2000Fg,84 x 80 x 16 cm",0,0,/images/productos/aa-12.webp,aa-12.webp,0,24
AAL.12,Aire Acondicionado 12v P/Instalar en Lateral ACTECMAX,Climatización,Aires Acondicionados 24v,Aire Acondicionado 12v P/Instalar en Lateral ACTECMAX. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,Aire Acondicionado 12v P/Instalar en Lateral ACTECMAX - 2000Fg - 54 x 51 x 19 cm,"Código: AAL.12,2000Fg,54 x 51 x 19 cm",0,0,/images/productos/aal-12.webp,aal-12.webp,0,24
AA.24.H,Aire Acondicionado 24v P/Instalar en Escotilla HDK,Climatización,Aires Acondicionados 24v,Aire Acondicionado 24v P/Instalar en Escotilla HDK. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,"Aire Acondicionado 24v P/Instalar en Escotilla HDK - 2200Fg - 70 x 74,5 x 19,5 cm","Código: AA.24.H,2200Fg,70 x 74,5 x 19,5 cm",0,0,/images/productos/aa-24-h.webp,aa-24-h.webp,0,24
AA.24.HM,Aire Acondicionado 24v P/Instalar en Escotilla HDK,Climatización,Aires Acondicionados 24v,Aire Acondicionado 24v P/Instalar en Escotilla HDK. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,"Aire Acondicionado 24v P/Instalar en Escotilla HDK - 3300Fg - 70 x 74,5 x 19,5 cm","Código: AA.24.HM,3300Fg,70 x 74,5 x 19,5 cm",0,0,/images/productos/aa-24-hm.webp,aa-24-hm.webp,0,25
AA.24,Aire Acondicionado 24v P/Instalar en Escotilla  ACTECMAX,Climatización,Aires Acondicionados 24v,Aire Acondicionado 24v P/Instalar en Escotilla  ACTECMAX. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,Aire Acondicionado 24v P/Instalar en Escotilla  ACTECMAX - 2000Fg - 84 x 80 x 16 cm,"Código: AA.24,2000Fg,84 x 80 x 16 cm",0,0,/images/productos/aa-24.webp,aa-24.webp,0,25
AAL.24,Aire Acondicionado 24v P/Instalar en Lateral ACTECMAX,Climatización,Aires Acondicionados 24v,Aire Acondicionado 24v P/Instalar en Lateral ACTECMAX. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,Aire Acondicionado 24v P/Instalar en Lateral ACTECMAX - 2000Fg - 54 x 51 x 19 cm,"Código: AAL.24,2000Fg,54 x 51 x 19 cm",0,0,/images/productos/aal-24.webp,aal-24.webp,0,25
CN.C.12,Climatizador NEIL CAMPER / SLIM FULL,Climatización,Climatizadores 12v,Climatizador NEIL CAMPER / SLIM FULL. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,Climatizador NEIL CAMPER / SLIM FULL - 87 x 9 x 62 cm - 12v,"Código: CN.C.12,87 x 9 x 62 cm,12v",0,0,/images/productos/cn-c-12.webp,cn-c-12.webp,0,25
CN.P.12,Climatizador NEIL PATAGONIA,Climatización,Climatizadores 12v,Climatizador NEIL PATAGONIA. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,Climatizador NEIL PATAGONIA - 87 x 9 x 62 cm - 12v,"Código: CN.P.12,87 x 9 x 62 cm,12v",0,0,/images/productos/cn-p-12.webp,cn-p-12.webp,0,25
CN.C.24,Climatizador NEIL CAMPER / SLIM FULL,Climatización,Climatizadores 24v,Climatizador NEIL CAMPER / SLIM FULL. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,Climatizador NEIL CAMPER / SLIM FULL - 87 x 9 x 62 cm - 24v,"Código: CN.C.24,87 x 9 x 62 cm,24v",0,0,/images/productos/cn-c-24.webp,cn-c-24.webp,0,25
CN.P.24,Climatizador NEIL PATAGONIA,Climatización,Climatizadores 24v,Climatizador NEIL PATAGONIA. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,Climatizador NEIL PATAGONIA - 87 x 9 x 62 cm - 24v,"Código: CN.P.24,87 x 9 x 62 cm,24v",0,0,/images/productos/cn-p-24.webp,cn-p-24.webp,0,25
RCN.TGO,Carcasa Interior P/Climatizador - GRIS OSCURO,Climatización,Repuestos Climatizadores NEIL,Carcasa Interior P/Climatizador - GRIS OSCURO. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,Carcasa Interior P/Climatizador - GRIS OSCURO - 37 x 28 cm x 13 cm,"Código: RCN.TGO,GRIS OSCURO,37 x 28 cm x 13 cm",0,0,/images/productos/rcn-tgo.webp,rcn-tgo.webp,0,26
RCN.TGC,Carcasa Interior P/Climatizador - GRIS CLARO,Climatización,Repuestos Climatizadores NEIL,Carcasa Interior P/Climatizador - GRIS CLARO. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,Carcasa Interior P/Climatizador - GRIS CLARO - 37 x 28 cm x 13 cm,"Código: RCN.TGC,GRIS CLARO,37 x 28 cm x 13 cm",0,0,/images/productos/rcn-tgc.webp,rcn-tgc.webp,0,26
RCN.TB,Carcasa Interior P/Climatizador - BEIGE,Climatización,Repuestos Climatizadores NEIL,Carcasa Interior P/Climatizador - BEIGE. Solución de climatización pensada para mejorar el confort térmico durante el viaje y la estadía.,Carcasa Interior P/Climatizador - BEIGE - 37 x 28 cm x 13 cm,"Código: RCN.TB,BEIGE,37 x 28 cm x 13 cm",0,0,/images/productos/rcn-tb.webp,rcn-tb.webp,0,26
CD.812.CP,Calefactor Diesel 8000w 12v WINFULL C/Termostato + Control Remoto,Calefacción,Calderas Diesel 12v,"Calefactor Diesel 8000w 12v WINFULL C/Termostato + Control Remoto. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Calefactor Diesel 8000w 12v WINFULL C/Termostato + Control Remoto - PORTATIL,"Código: CD.812.CP,PORTATIL",0,0,/images/productos/cd-812-cp.webp,cd-812-cp.webp,0,26
CD.512.CA,Calefactor Diesel 5000w 12v ACTECMAX C/Termostato + Control Remoto,Calefacción,Calderas Diesel 12v,"Calefactor Diesel 5000w 12v ACTECMAX C/Termostato + Control Remoto. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Calefactor Diesel 5000w 12v ACTECMAX C/Termostato + Control Remoto - Carcasa Aluminio,"Código: CD.512.CA,Carcasa Aluminio",0,0,/images/productos/cd-512-ca.webp,cd-512-ca.webp,0,26
CD.512.CP,Calefactor Diesel 5000w 12v WINFULL C/Termostato + Control Remoto,Calefacción,Calderas Diesel 12v,"Calefactor Diesel 5000w 12v WINFULL C/Termostato + Control Remoto. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Calefactor Diesel 5000w 12v WINFULL C/Termostato + Control Remoto - Carcasa Plastica,"Código: CD.512.CP,Carcasa Plastica",0,0,/images/productos/cd-512-cp.webp,cd-512-cp.webp,0,26
CD.212.CP,Calefactor Diesel 2000w 12v WINFULL C/Termostato + Control Remoto,Calefacción,Calderas Diesel 12v,"Calefactor Diesel 2000w 12v WINFULL C/Termostato + Control Remoto. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Calefactor Diesel 2000w 12v WINFULL C/Termostato + Control Remoto - Carcasa Plastica,"Código: CD.212.CP,Carcasa Plastica",0,0,/images/productos/cd-212-cp.webp,cd-212-cp.webp,0,26
CD.212.CPT,Calefactor Diesel 2000w 12v TULK C/Termostato + Control Remoto,Calefacción,Calderas Diesel 12v,"Calefactor Diesel 2000w 12v TULK C/Termostato + Control Remoto. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Calefactor Diesel 2000w 12v TULK C/Termostato + Control Remoto - Carcasa Plastica,"Código: CD.212.CPT,Carcasa Plastica",0,0,/images/productos/cd-212-cpt.webp,cd-212-cpt.webp,0,26
CD.824.P,Calefactor Diesel 8000w 24v WINFULL C/Termostato + Control Remoto,Calefacción,Calderas Diesel 24v,"Calefactor Diesel 8000w 24v WINFULL C/Termostato + Control Remoto. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Calefactor Diesel 8000w 24v WINFULL C/Termostato + Control Remoto - PORTATIL,"Código: CD.824.P,PORTATIL",0,0,/images/productos/cd-824-p.webp,cd-824-p.webp,0,27
CD.524.CA,Calefactor Diesel 5000w 24v ACTECMAX C/Termostato + Control Remoto,Calefacción,Calderas Diesel 24v,"Calefactor Diesel 5000w 24v ACTECMAX C/Termostato + Control Remoto. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Calefactor Diesel 5000w 24v ACTECMAX C/Termostato + Control Remoto - Carcasa Aluminio,"Código: CD.524.CA,Carcasa Aluminio",0,0,/images/productos/cd-524-ca.webp,cd-524-ca.webp,0,27
CD.524.CP,Calefactor Diesel 5000w 24v WINFULL C/Termostato + Control Remoto,Calefacción,Calderas Diesel 24v,"Calefactor Diesel 5000w 24v WINFULL C/Termostato + Control Remoto. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Calefactor Diesel 5000w 24v WINFULL C/Termostato + Control Remoto - Carcasa Plastica,"Código: CD.524.CP,Carcasa Plastica",0,0,/images/productos/cd-524-cp.webp,cd-524-cp.webp,0,27
CD.824.CP,Calefactor Diesel 8000w 24v WINFULL C/Termostato + Control Remoto,Calefacción,Calderas Diesel 24v,"Calefactor Diesel 8000w 24v WINFULL C/Termostato + Control Remoto. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Calefactor Diesel 8000w 24v WINFULL C/Termostato + Control Remoto - Carcasa Plastica,"Código: CD.824.CP,Carcasa Plastica",0,0,/images/productos/cd-824-cp.webp,cd-824-cp.webp,0,27
RDA.UT,Union T / 2 Salidas,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Union T / 2 Salidas. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Union T / 2 Salidas,Código: RDA.UT,0,0,/images/productos/rda-ut.webp,rda-ut.webp,0,27
RDA.VD,Ventilete Difusor / Rejilla de Salida,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Ventilete Difusor / Rejilla de Salida. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Ventilete Difusor / Rejilla de Salida,Código: RDA.VD,0,0,/images/productos/rda-vd.webp,rda-vd.webp,0,27
RDA.T10,Tanque de Combustible 10L,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Tanque de Combustible 10L. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Tanque de Combustible 10L,"Código: RDA.T10,10L",0,0,/images/productos/rda-t10.webp,rda-t10.webp,0,27
RDA.TE,Tubo de Escape,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Tubo de Escape. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Tubo de Escape,Código: RDA.TE,0,0,/images/productos/rda-te.webp,rda-te.webp,0,27
RDA.STE,Silenciador P/Escape,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Silenciador P/Escape. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Silenciador P/Escape,Código: RDA.STE,0,0,/images/productos/rda-ste.webp,rda-ste.webp,0,28
RDA.DS,Ducto de salida,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Ducto de salida. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Ducto de salida,Código: RDA.DS,0,0,/images/productos/rda-ds.webp,rda-ds.webp,0,28
RDA.FS,Filtro de Aire,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Filtro de Aire. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Filtro de Aire,Código: RDA.FS,0,0,/images/productos/rda-fs.webp,rda-fs.webp,0,28
RDA.B.12,Bujia 12v,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Bujia 12v. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Bujia 12v,"Código: RDA.B.12,12v",0,0,/images/productos/rda-b-12.webp,rda-b-12.webp,0,28
RDA.B.24,Bujia 24v,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Bujia 24v. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Bujia 24v,"Código: RDA.B.24,24v",0,0,/images/productos/rda-b-24.webp,rda-b-24.webp,0,28
RDA.FB,Filtro P/Bujia,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Filtro P/Bujia. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Filtro P/Bujia,Código: RDA.FB,0,0,/images/productos/rda-fb.webp,rda-fb.webp,0,28
RDA.BG.12,Bomba de Gasoil 12v,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Bomba de Gasoil 12v. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Bomba de Gasoil 12v,"Código: RDA.BG.12,12v",0,0,/images/productos/rda-bg-12.webp,rda-bg-12.webp,0,28
RDA.BG.24,Bomba de Gasoil 24v,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Bomba de Gasoil 24v. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Bomba de Gasoil 24v,"Código: RDA.BG.24,24v",0,0,/images/productos/rda-bg-24.webp,rda-bg-24.webp,0,28
RDA.FG,Filtro de Gasoil,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Filtro de Gasoil. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Filtro de Gasoil,Código: RDA.FG,0,0,/images/productos/rda-fg.webp,rda-fg.webp,0,29
RDA.S12,Soplador 12v,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Soplador 12v. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Soplador 12v,"Código: RDA.S12,12v",0,0,/images/productos/rda-s12.webp,rda-s12.webp,0,29
RDA.S24,Soplador 24v,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Soplador 24v. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Soplador 24v,"Código: RDA.S24,24v",0,0,/images/productos/rda-s24.webp,rda-s24.webp,0,29
RDA.QP,Quemador Parking Heater,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Quemador Parking Heater. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Quemador Parking Heater,Código: RDA.QP,0,0,/images/productos/rda-qp.webp,rda-qp.webp,0,29
RDA.GA,Goma de asiento,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Goma de asiento. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Goma de asiento,Código: RDA.GA,0,0,/images/productos/rda-ga.webp,rda-ga.webp,0,29
RDA.JAQ,Junta Asiento Quemador,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Junta Asiento Quemador. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Junta Asiento Quemador,Código: RDA.JAQ,0,0,/images/productos/rda-jaq.webp,rda-jaq.webp,0,29
RDA.JBP,Junta Block Parking Heater,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Junta Block Parking Heater. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Junta Block Parking Heater,Código: RDA.JBP,0,0,/images/productos/rda-jbp.webp,rda-jbp.webp,0,29
RDA.D.34,Display - RAD303/RAD 304,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"Display - RAD303/RAD 304. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",Display - RAD303/RAD 304,"Código: RDA.D.34,RAD303/RAD 304",0,0,/images/productos/rda-d-34.webp,rda-d-34.webp,0,29
RDA.D.1,DIsplay - RAD301,Calefacción,Repuestos Calefactor Diesel ACTECMAX,"DIsplay - RAD301. Equipo orientado a climatización, agua caliente o calefacción según el modelo indicado.",DIsplay - RAD301,"Código: RDA.D.1,RAD301",0,0,/images/productos/rda-d-1.webp,rda-d-1.webp,0,30
